Sensor Name,Sensor Type,Timestamp,Temperature ( C ),Humidity ( RH ),Dew Point ( C ),Heat Index ( C ),Feels Like ( C ),Wind Chill ( C ),Barometric Pressure ( HPA ),Accumulated Rain ( MM ),Wind Speed ( KPH ),Wind Average ( KPH ),Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 13:10,20.8,53.0,11,20,19.8,21,1037,0,6,5,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 13:15,20.3,55.0,11,20,20.3,20,1037,0,2,6,23,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 13:20,20.9,54.0,11,20,21.0,21,1037,0,2,2,135,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 13:25,20.6,55.0,11,20,20.0,21,1037,0,5,3,135,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 13:30,21.4,53.0,11,21,21.3,21,1037,0,3,3,45,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 13:35,21.0,53.0,11,21,21.0,21,1037,0,2,3,135,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 13:40,21.4,51.0,11,21,21.4,21,1036,0,2,3,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 13:45,21.6,50.0,11,21,21.2,22,1036,0,3,3,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 13:50,21.2,51.0,11,21,20.8,21,1036,0,3,2,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 13:55,21.6,51.0,11,21,21.6,22,1036,0,2,2,45,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 14:00,21.9,50.0,11,21,21.7,22,1036,0,3,3,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 14:05,22.6,50.0,12,22,22.4,23,1036,0,3,4,23,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 14:10,21.9,50.0,11,21,21.0,22,1036,0,6,5,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 14:15,21.7,50.0,11,21,21.0,22,1036,0,5,7,338,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 14:20,21.4,50.0,11,21,20.6,21,1036,0,5,5,45,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 14:25,21.9,50.0,11,21,21.6,22,1036,0,3,5,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 14:30,22.2,50.0,11,22,20.7,22,1036,0,10,4,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 14:35,22.6,49.0,11,22,21.7,23,1035,0,6,6,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 14:40,22.8,48.0,11,22,22.3,23,1035,0,5,6,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 14:45,22.8,48.0,11,22,22.2,23,1035,0,5,6,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 14:50,23.1,48.0,11,23,22.3,23,1035,0,6,5,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 14:55,22.7,48.0,11,22,21.5,23,1035,0,8,6,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 15:00,22.6,48.0,11,22,20.7,23,1035,0,11,8,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 15:05,23.1,48.0,11,23,22.9,23,1035,0,3,6,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 15:10,23.1,48.0,11,23,22.3,23,1035,0,6,5,135,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 15:15,21.9,49.0,11,21,21.5,22,1035,0,3,5,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 15:20,21.4,50.0,11,21,21.0,21,1035,0,3,5,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 15:25,21.2,51.0,11,21,20.8,21,1035,0,3,4,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 15:30,21.1,51.0,11,21,20.7,21,1035,0,3,3,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 15:35,21.1,50.0,10,21,20.6,21,1035,0,3,4,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 15:40,21.7,50.0,11,21,21.7,22,1035,0,2,4,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 15:45,22.4,50.0,11,22,21.9,22,1035,0,5,5,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 15:50,21.7,50.0,11,21,20.7,22,1035,0,6,6,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 15:55,21.4,50.0,11,21,21.0,21,1035,0,3,5,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 16:00,21.2,50.0,10,21,20.7,21,1035,0,3,4,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 16:05,21.3,50.0,10,21,20.8,21,1035,0,3,4,23,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 16:10,21.4,50.0,11,21,21.3,21,1035,0,2,3,315,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 16:15,21.3,50.0,10,21,20.8,21,1035,0,3,2,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 16:20,20.8,51.0,10,20,20.3,21,1035,0,3,2,135,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 16:25,20.8,51.0,10,20,20.9,21,1035,0,0,2,135,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 16:30,20.3,53.0,10,20,20.2,20,1035,0,2,1,0,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 16:35,20.6,53.0,11,20,20.2,21,1035,0,3,2,23,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 16:40,20.7,61.0,13,20,21.3,21,1035,0,2,2,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 16:45,19.6,66.0,13,19,20.6,20,1035,0,0,2,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 16:50,19.6,66.0,13,19,20.6,20,1035,0,0,1,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 16:55,19.4,66.0,13,19,20.0,19,1035,0,2,3,23,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 17:00,19.2,68.0,13,19,20.1,19,1035,0,0,1,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 17:05,19.2,65.0,12,19,19.6,19,1035,0,2,2,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 17:10,19.1,66.0,13,19,19.9,19,1035,0,0,1,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 17:15,18.8,66.0,12,18,18.9,19,1035,0,3,2,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 17:20,18.3,68.0,12,18,18.7,18,1035,0,2,2,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 17:25,18.3,65.0,12,18,18.1,18,1035,0,3,2,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 17:30,18.2,68.0,12,18,18.9,18,1035,0,0,1,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 17:35,18.1,70.0,13,18,18.9,18,1035,0,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 17:40,18.1,68.0,12,18,18.8,18,1035,0,0,1,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 17:45,18.0,68.0,12,18,18.6,18,1035,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 17:50,17.7,69.0,12,17,18.3,18,1035,0,0,0,135,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 17:55,17.7,71.0,12,17,18.5,18,1035,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 18:00,17.4,74.0,13,17,18.3,17,1036,0,0,0,0,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 18:05,17.3,75.0,13,17,18.2,17,1036,0,0,0,315,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 18:10,17.2,75.0,13,17,18.1,17,1036,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 18:15,17.2,75.0,13,17,18.1,17,1036,0,0,0,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 18:20,16.9,76.0,13,17,17.8,17,1036,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 18:25,16.9,76.0,13,17,17.7,17,1036,0,0,1,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 18:30,16.7,78.0,13,16,17.6,17,1036,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 18:35,16.6,78.0,13,16,17.5,17,1036,0,0,0,315,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 18:40,16.5,79.0,13,16,17.4,17,1036,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 18:45,16.6,78.0,13,16,17.5,17,1036,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 18:50,16.5,76.0,12,16,17.2,17,1036,0,0,0,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 18:55,16.6,70.0,11,16,17.0,17,1036,0,0,0,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 19:00,16.6,69.0,11,16,16.9,17,1037,0,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 19:05,16.6,70.0,11,16,17.0,17,1037,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 19:10,16.4,73.0,12,16,16.9,16,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 19:15,16.4,73.0,12,16,16.9,16,1037,0,0,0,135,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 19:20,16.4,73.0,12,16,16.9,16,1037,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 19:25,16.4,71.0,11,16,16.7,16,1037,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 19:30,16.1,73.0,11,16,16.5,16,1037,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 19:35,16.1,73.0,11,16,16.5,16,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 19:40,16.1,73.0,11,16,16.5,16,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 19:45,16.1,71.0,11,16,16.4,16,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 19:50,15.9,71.0,11,15,16.2,16,1037,0,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 19:55,15.7,73.0,11,15,16.0,16,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 20:00,15.8,71.0,11,15,16.0,16,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 20:05,15.8,71.0,11,15,16.0,16,1038,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 20:10,15.8,71.0,11,15,16.0,16,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 20:15,15.7,71.0,10,15,15.9,16,1038,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 20:20,15.7,71.0,10,15,15.9,16,1038,0,0,0,135,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 20:25,15.7,71.0,10,15,15.9,16,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 20:30,15.7,70.0,10,15,15.8,16,1038,0,0,0,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 20:35,15.7,70.0,10,15,15.8,16,1038,0,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 20:40,15.7,70.0,10,15,15.8,16,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 20:45,15.6,71.0,10,15,15.7,16,1039,0,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 20:50,15.6,71.0,10,15,15.7,16,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 20:55,15.4,71.0,10,15,15.5,15,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 21:00,15.2,73.0,10,15,15.4,15,1039,0,0,1,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 21:05,15.1,73.0,10,15,14.9,15,1039,0,2,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 21:10,15.0,73.0,10,14,14.8,15,1039,0,2,1,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 21:15,15.0,73.0,10,14,15.1,15,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 21:20,15.0,74.0,10,14,14.8,15,1039,0,2,1,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 21:25,14.9,74.0,10,14,15.0,15,1039,0,0,1,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 21:30,14.9,74.0,10,14,15.0,15,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 21:35,14.9,73.0,10,14,15.0,15,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 21:40,14.7,73.0,10,14,14.7,15,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 21:45,14.6,73.0,10,14,14.5,15,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 21:50,14.4,74.0,10,14,14.5,14,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 21:55,14.4,74.0,10,14,14.5,14,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 22:00,14.3,74.0,10,14,14.2,14,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 22:05,14.3,75.0,10,14,14.3,14,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 22:10,14.2,75.0,10,14,14.2,14,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 22:15,14.0,75.0,10,13,13.6,14,1039,0,2,1,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 22:20,14.1,75.0,10,13,14.0,14,1039,0,0,1,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 22:25,14.2,74.0,10,14,14.1,14,1040,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 22:30,14.3,74.0,10,14,14.2,14,1040,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 22:35,14.0,75.0,10,13,13.9,14,1039,0,0,0,315,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 22:40,13.7,75.0,9,13,13.6,14,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 22:45,13.7,75.0,9,13,13.6,14,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 22:50,13.6,75.0,9,13,13.5,14,1039,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 22:55,13.5,76.0,9,13,13.4,13,1039,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 23:00,13.6,76.0,9,13,13.5,14,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 23:05,13.6,76.0,9,13,13.5,14,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 23:10,13.5,76.0,9,13,13.4,13,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 23:15,13.5,75.0,9,13,13.3,13,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 23:20,13.3,76.0,9,13,13.1,13,1039,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 23:25,13.3,76.0,9,13,13.1,13,1040,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 23:30,13.2,78.0,9,13,13.1,13,1039,0,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 23:35,13.1,78.0,9,12,12.9,13,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 23:40,13.1,78.0,9,12,12.9,13,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 23:45,12.9,78.0,9,12,12.5,13,1039,0,2,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 23:50,12.9,78.0,9,12,12.5,13,1039,0,2,2,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/16/03 23:55,12.8,79.0,9,12,12.4,13,1039,0,2,1,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 00:00,12.9,79.0,9,12,12.8,13,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 00:05,12.8,80.0,9,12,12.7,13,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 00:10,12.9,80.0,10,12,12.9,13,1039,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 00:15,12.8,80.0,9,12,12.7,13,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 00:20,12.8,80.0,9,12,12.7,13,1039,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 00:25,12.8,80.0,9,12,12.7,13,1039,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 00:30,12.7,80.0,9,12,12.6,13,1039,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 00:35,12.6,81.0,9,12,12.5,13,1039,0,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 00:40,12.3,81.0,9,12,12.2,12,1039,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 00:45,12.3,81.0,9,12,12.2,12,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 00:50,12.2,81.0,9,12,12.0,12,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 00:55,12.2,81.0,9,12,12.0,12,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 01:00,12.2,81.0,9,12,12.0,12,1038,0,0,0,315,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 01:05,12.2,81.0,9,12,12.0,12,1038,0,0,1,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 01:10,12.1,81.0,9,11,11.9,12,1038,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 01:15,11.9,83.0,9,11,11.7,12,1038,0,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 01:20,11.9,83.0,9,11,11.7,12,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 01:25,11.8,83.0,9,11,11.6,12,1038,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 01:30,11.8,83.0,9,11,11.6,12,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 01:35,11.7,83.0,9,11,11.5,12,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 01:40,11.4,83.0,9,11,11.1,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 01:45,11.4,83.0,9,11,11.1,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 01:50,11.4,83.0,9,11,11.1,11,1038,0,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 01:55,11.1,83.0,8,10,10.7,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 02:00,11.1,83.0,8,10,10.7,11,1038,0,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 02:05,11.0,83.0,8,10,10.6,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 02:10,11.0,83.0,8,10,10.6,11,1038,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 02:15,11.2,83.0,8,11,10.9,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 02:20,11.1,81.0,8,10,10.6,11,1038,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 02:25,10.8,83.0,8,10,10.4,11,1038,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 02:30,10.8,83.0,8,10,10.4,11,1038,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 02:35,10.8,83.0,8,10,10.4,11,1038,0,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 02:40,10.8,83.0,8,10,10.3,11,1038,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 02:45,10.7,83.0,8,10,10.2,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 02:50,10.5,83.0,8,10,10.0,11,1037,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 02:55,10.6,83.0,8,10,10.0,11,1037,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 03:00,10.5,81.0,7,10,9.9,11,1037,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 03:05,10.4,81.0,7,10,9.4,10,1037,0,2,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 03:10,10.2,83.0,7,9,9.6,10,1037,0,0,1,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 03:15,10.0,83.0,7,9,9.4,10,1037,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 03:20,10.0,83.0,7,9,9.4,10,1037,0,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 03:25,10.0,83.0,7,9,9.4,10,1037,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 03:30,9.9,85.0,7,9,9.3,10,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 03:35,9.9,85.0,7,9,9.3,10,1037,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 03:40,9.9,85.0,7,9,9.3,10,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 03:45,9.9,85.0,7,9,9.3,10,1037,0,0,1,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 03:50,10.0,83.0,7,9,9.4,10,1037,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 03:55,9.8,83.0,7,9,9.1,10,1037,0,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 04:00,9.7,83.0,7,9,9.0,10,1037,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 04:05,9.7,83.0,7,9,9.0,10,1037,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 04:10,9.7,83.0,7,9,9.0,10,1037,0,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 04:15,9.4,83.0,7,9,8.6,9,1037,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 04:20,9.4,83.0,7,9,8.6,9,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 04:25,9.4,83.0,7,9,8.6,9,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 04:30,9.4,83.0,7,9,8.6,9,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 04:35,9.2,83.0,6,8,8.3,9,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 04:40,9.2,83.0,6,8,8.3,9,1038,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/17/03 04:45,9.1,85.0,7,8,8.4,9,1037,0,0,0,203,,,,,,,,,
